ticker,num_pairs,num_points,corr_real_hall,mae,rmse,kl_divergence,js_divergence,tail_abs_p99_real,tail_abs_p99_hall,tail_ratio_p99
ENTG,41,820,0.9850385352504334,0.0016268867723048782,0.007266677899757637,0.2726616540950052,0.011757706695112452,0.1561653281,0.13018763,0.8336525884710769
CC,110,2200,0.9891778209136437,0.0016172570916448286,0.005361890306900241,0.05587871224752474,0.003230151092445395,0.11788835,0.09948018105999976,0.8438508220702025
LSCC,150,3000,0.9926722389458332,0.001610627756123785,0.004267241474942287,0.08473827632613867,0.005053055703370703,0.11176055613999954,0.11174561053999989,0.9998662712452779
IIVI,21,420,0.9956058772880986,0.0016028023608095237,0.0027395914690962163,0.22790874566722752,0.028515939342991715,0.0764371681,0.0757245181,0.9906766561646075
CELH,131,2620,0.9942216695638015,0.0015850225834939781,0.004174957940258429,0.06268271048081767,0.003788493095988014,0.13626856,0.12435081649999992,0.9125422364483774
ALTM,33,660,0.9969714369997105,0.0015686735458732832,0.003281232265043555,0.13631168809071642,0.012006831882501807,0.1304080082,0.1304080082,1.0
RH,150,3000,0.9825693348294605,0.0015661935648426664,0.007833389947205022,0.048524829538539094,0.003480334406031781,0.12656325019999998,0.12656325019999998,1.0
SPWR,51,1020,0.9970200979108882,0.001563717146882353,0.003469529023323421,0.09239993288129993,0.009346475600310416,0.16310616439999887,0.14550789559999946,0.8921054341217803
MEDP,150,3000,0.9862237004135399,0.0015609324171786667,0.006307830999065518,0.09077961076636015,0.004598267461332763,0.08754817894999986,0.08367962406,0.9558122746081417
AMKR,150,3000,0.9915563589366363,0.0015497892945488178,0.004243220334327927,0.09563004930097146,0.0053577565928836016,0.10819045723999848,0.09906529749999947,0.9156565193198444
CR,135,2700,0.9846836919403428,0.0015327212080700002,0.011794746173592833,0.08981286634878569,0.004465232475724628,0.07916889,0.07721745,0.9753509238287918
NXT,60,1200,0.9917722615793109,0.0015300570320708332,0.005105283280171583,0.14852767982073672,0.011772943200070433,0.11353097919999998,0.11099327784999997,0.9776474987894758
