epoch,loss,g_pos,g_neg,hallucinate_ratio,gate_ratio,hall_hardness,hall_close_ratio,energy_penalty,risk_loss,portfolio_loss,dist_forward_loss,goodness_target_used,neg_mix_end_used,neg_gate_margin_used,hall_lr_used,hall_steps_used,hall_node_fraction_used,rank_aux_loss,time_neg_gen_s,time_hallucinate_s,time_forward_pos_s,time_forward_neg_s,time_loss_terms_s,time_optimizer_s
115,0.350084,0.985979,0.057661,0.0000,0.0000,0.000000,0.0000,0.000000,0.310559,0.000000,0.072392,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.025537,0.000648,0.000000,0.000645,0.001375,0.023741,0.023998
116,0.347982,0.985700,0.059385,0.0000,0.0000,0.000000,0.0000,0.000000,0.310427,0.000000,0.072387,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.061421,0.000671,0.000000,0.000637,0.001402,0.024049,0.023829
117,0.349818,0.986537,0.059719,0.0000,0.0000,0.000000,0.0000,0.000000,0.310851,0.000000,0.072286,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.029463,0.001087,0.000000,0.000768,0.001811,0.025421,0.024077
118,0.348036,0.986119,0.057964,0.0000,0.0000,0.000000,0.0000,0.000000,0.310465,0.000000,0.072249,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.016948,0.001104,0.000000,0.001054,0.002323,0.026682,0.024657
119,0.344022,0.987026,0.058860,0.0000,0.0000,0.000000,0.0000,0.000000,0.310535,0.000000,0.072387,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.023536,0.000775,0.000000,0.001227,0.002520,0.027058,0.024179
120,0.346946,0.986886,0.059028,0.0000,0.0000,0.000000,0.0000,0.000000,0.309462,0.000000,0.072417,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.025609,0.000666,0.000000,0.000679,0.001388,0.024048,0.023949
121,0.346705,0.985456,0.057271,0.0000,0.0000,0.000000,0.0000,0.000000,0.310118,0.000000,0.072507,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.048934,0.000639,0.000000,0.000611,0.001291,0.023682,0.023892
122,0.338342,0.986223,0.057072,0.0000,0.0000,0.000000,0.0000,0.000000,0.309217,0.000000,0.072573,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012970,0.000653,0.000000,0.000612,0.001349,0.023851,0.023822
123,0.339861,0.986503,0.057059,0.0000,0.0000,0.000000,0.0000,0.000000,0.309880,0.000000,0.072538,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.035419,0.000638,0.000000,0.000601,0.001288,0.023701,0.023762
124,0.345919,0.986189,0.057271,0.0000,0.0000,0.000000,0.0000,0.000000,0.311073,0.000000,0.072524,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.016219,0.000649,0.000000,0.000612,0.001331,0.023820,0.023857
125,0.343299,0.986084,0.057303,0.0000,0.0000,0.000000,0.0000,0.000000,0.309844,0.000000,0.072442,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.010418,0.000649,0.000000,0.000615,0.001355,0.023929,0.024050
126,0.341236,0.987200,0.056107,0.0000,0.0000,0.000000,0.0000,0.000000,0.310380,0.000000,0.072703,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.019579,0.000675,0.000000,0.000676,0.001394,0.023803,0.023788
127,0.346023,0.986189,0.057005,0.0000,0.0000,0.000000,0.0000,0.000000,0.309958,0.000000,0.072479,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.053415,0.000650,0.000000,0.000608,0.001328,0.023456,0.023845
128,0.338779,0.985840,0.055899,0.0000,0.0000,0.000000,0.0000,0.000000,0.309968,0.000000,0.072366,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.011523,0.000641,0.000000,0.000617,0.001288,0.023750,0.023889
129,0.345753,0.986363,0.057763,0.0000,0.0000,0.000000,0.0000,0.000000,0.309911,0.000000,0.072504,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.023209,0.000992,0.000000,0.001354,0.002834,0.027635,0.025011
130,0.337021,0.987200,0.054827,0.0000,0.0000,0.000000,0.0000,0.000000,0.310028,0.000000,0.072603,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.022636,0.000872,0.000000,0.001042,0.002023,0.025890,0.024829
131,0.342383,0.985805,0.054515,0.0000,0.0000,0.000000,0.0000,0.000000,0.309754,0.000000,0.072554,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.044272,0.000831,0.000000,0.000723,0.001498,0.024093,0.024006
132,0.336868,0.985631,0.055256,0.0000,0.0000,0.000000,0.0000,0.000000,0.310067,0.000000,0.072681,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.016870,0.000702,0.000000,0.000602,0.001302,0.023940,0.023952
133,0.340177,0.986816,0.055468,0.0000,0.0000,0.000000,0.0000,0.000000,0.309454,0.000000,0.072569,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.026890,0.000675,0.000000,0.000619,0.001298,0.023648,0.023853
134,0.338553,0.986154,0.055069,0.0000,0.0000,0.000000,0.0000,0.000000,0.310056,0.000000,0.072494,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.017146,0.000649,0.000000,0.000598,0.001278,0.023808,0.023896
135,0.335695,0.986572,0.056390,0.0000,0.0000,0.000000,0.0000,0.000000,0.309864,0.000000,0.072634,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.024031,0.000738,0.000000,0.000609,0.001380,0.024124,0.024015
136,0.345329,0.984619,0.057162,0.0000,0.0000,0.000000,0.0000,0.000000,0.310848,0.000000,0.072591,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.069137,0.000629,0.000000,0.000611,0.001276,0.023667,0.023853
137,0.337598,0.985979,0.055394,0.0000,0.0000,0.000000,0.0000,0.000000,0.310594,0.000000,0.072795,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.042692,0.000658,0.000000,0.000617,0.001326,0.023920,0.023902
138,0.339649,0.984968,0.055531,0.0000,0.0000,0.000000,0.0000,0.000000,0.310125,0.000000,0.072779,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.014531,0.000650,0.000000,0.000610,0.001281,0.024180,0.023811
139,0.338003,0.985944,0.055352,0.0000,0.0000,0.000000,0.0000,0.000000,0.310230,0.000000,0.072620,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008582,0.000632,0.000000,0.000613,0.001296,0.023664,0.023811
140,0.338367,0.986258,0.056141,0.0000,0.0000,0.000000,0.0000,0.000000,0.309510,0.000000,0.072667,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.019987,0.001042,0.000000,0.000804,0.001817,0.026005,0.024298
141,0.336315,0.985282,0.055161,0.0000,0.0000,0.000000,0.0000,0.000000,0.309761,0.000000,0.072767,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.041020,0.001346,0.000000,0.001322,0.002812,0.028429,0.024204
142,0.333025,0.984515,0.053417,0.0000,0.0000,0.000000,0.0000,0.000000,0.310282,0.000000,0.072730,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.015394,0.001050,0.000000,0.000848,0.001737,0.025647,0.024175
143,0.339432,0.984061,0.054448,0.0000,0.0000,0.000000,0.0000,0.000000,0.310765,0.000000,0.072714,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.011942,0.000632,0.000000,0.000612,0.001290,0.023733,0.023914
144,0.333147,0.985805,0.054762,0.0000,0.0000,0.000000,0.0000,0.000000,0.310304,0.000000,0.072731,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.022467,0.000642,0.000000,0.000605,0.001310,0.023882,0.023745
145,0.340670,0.985142,0.055246,0.0000,0.0000,0.000000,0.0000,0.000000,0.311135,0.000000,0.072863,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.041342,0.000636,0.000000,0.000608,0.001322,0.023740,0.023793
146,0.335530,0.985142,0.053918,0.0000,0.0000,0.000000,0.0000,0.000000,0.309611,0.000000,0.072806,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006078,0.000635,0.000000,0.000604,0.001269,0.023547,0.024149
147,0.333803,0.986363,0.054829,0.0000,0.0000,0.000000,0.0000,0.000000,0.310718,0.000000,0.072605,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.015523,0.000651,0.000000,0.000606,0.001287,0.024101,0.023837
148,0.334519,0.987026,0.053290,0.0000,0.0000,0.000000,0.0000,0.000000,0.311505,0.000000,0.072902,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.047750,0.000640,0.000000,0.000608,0.001282,0.023755,0.023779
149,0.332520,0.985491,0.053528,0.0000,0.0000,0.000000,0.0000,0.000000,0.310284,0.000000,0.072852,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.024250,0.000658,0.000000,0.000628,0.001321,0.023612,0.023936
150,0.332442,0.984863,0.053449,0.0000,0.0000,0.000000,0.0000,0.000000,0.309397,0.000000,0.072865,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006465,0.000643,0.000000,0.000610,0.001321,0.023889,0.023854
151,0.336324,0.986119,0.054005,0.0000,0.0000,0.000000,0.0000,0.000000,0.309469,0.000000,0.072894,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.045778,0.000691,0.000000,0.000624,0.001346,0.023803,0.024040
152,0.335338,0.984898,0.054145,0.0000,0.0000,0.000000,0.0000,0.000000,0.310460,0.000000,0.072834,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008989,0.001320,0.000000,0.001422,0.002795,0.027579,0.024495
153,0.335958,0.983991,0.055052,0.0000,0.0000,0.000000,0.0000,0.000000,0.310705,0.000000,0.072749,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.032901,0.001191,0.000000,0.000972,0.002176,0.026870,0.024706
154,0.334084,0.985944,0.054544,0.0000,0.0000,0.000000,0.0000,0.000000,0.311047,0.000000,0.072876,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.037780,0.000650,0.000000,0.000627,0.001308,0.023785,0.023904
155,0.334433,0.985840,0.054773,0.0000,0.0000,0.000000,0.0000,0.000000,0.311086,0.000000,0.072803,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.022193,0.000644,0.000000,0.000599,0.001283,0.023755,0.023806
156,0.329193,0.986119,0.053414,0.0000,0.0000,0.000000,0.0000,0.000000,0.310154,0.000000,0.072899,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.032026,0.000634,0.000000,0.000608,0.001277,0.023654,0.023813
157,0.333958,0.985875,0.053356,0.0000,0.0000,0.000000,0.0000,0.000000,0.309735,0.000000,0.072857,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.020638,0.000649,0.000000,0.000615,0.001295,0.023916,0.023847
158,0.335463,0.984305,0.054249,0.0000,0.0000,0.000000,0.0000,0.000000,0.311071,0.000000,0.072866,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012177,0.000658,0.000000,0.000615,0.001305,0.023844,0.023714
159,0.335701,0.984689,0.054245,0.0000,0.0000,0.000000,0.0000,0.000000,0.310499,0.000000,0.072829,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009488,0.000640,0.000000,0.000601,0.001279,0.023824,0.023933
160,0.328758,0.985596,0.053632,0.0000,0.0000,0.000000,0.0000,0.000000,0.310655,0.000000,0.072826,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012037,0.000651,0.000000,0.000619,0.001334,0.024074,0.023843
161,0.332609,0.985421,0.053964,0.0000,0.0000,0.000000,0.0000,0.000000,0.310374,0.000000,0.072953,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.011447,0.000642,0.000000,0.000643,0.001342,0.023628,0.023913
162,0.331002,0.986154,0.052532,0.0000,0.0000,0.000000,0.0000,0.000000,0.309923,0.000000,0.072725,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007839,0.000679,0.000000,0.000614,0.001334,0.024395,0.023917
163,0.335116,0.983294,0.053441,0.0000,0.0000,0.000000,0.0000,0.000000,0.309292,0.000000,0.072978,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.013779,0.000797,0.000000,0.000818,0.001641,0.025666,0.024454
164,0.336202,0.984515,0.054217,0.0000,0.0000,0.000000,0.0000,0.000000,0.310932,0.000000,0.072861,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.021221,0.000835,0.000000,0.000851,0.001695,0.026080,0.024896
165,0.336087,0.985631,0.055424,0.0000,0.0000,0.000000,0.0000,0.000000,0.310188,0.000000,0.072707,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.041432,0.000869,0.000000,0.001065,0.001929,0.026517,0.024374
166,0.328402,0.986293,0.053920,0.0000,0.0000,0.000000,0.0000,0.000000,0.310113,0.000000,0.072787,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.021013,0.000641,0.000000,0.000614,0.001317,0.023707,0.023800
167,0.330277,0.985247,0.052841,0.0000,0.0000,0.000000,0.0000,0.000000,0.310346,0.000000,0.073094,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008269,0.000622,0.000000,0.000605,0.001264,0.023818,0.023909
168,0.330647,0.985386,0.052333,0.0000,0.0000,0.000000,0.0000,0.000000,0.309854,0.000000,0.072997,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.022746,0.000655,0.000000,0.000608,0.001355,0.023935,0.023887
169,0.333310,0.984480,0.053920,0.0000,0.0000,0.000000,0.0000,0.000000,0.311300,0.000000,0.072868,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.017925,0.000633,0.000000,0.000607,0.001285,0.023797,0.023806
170,0.330690,0.984794,0.053268,0.0000,0.0000,0.000000,0.0000,0.000000,0.310743,0.000000,0.072835,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009089,0.000689,0.000000,0.000611,0.001292,0.023566,0.024103
171,0.326502,0.985526,0.051492,0.0000,0.0000,0.000000,0.0000,0.000000,0.310412,0.000000,0.073214,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.021394,0.000653,0.000000,0.000699,0.001387,0.023625,0.023959
172,0.331502,0.984654,0.053096,0.0000,0.0000,0.000000,0.0000,0.000000,0.310749,0.000000,0.072907,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012237,0.000652,0.000000,0.000662,0.001351,0.023686,0.023891
173,0.331419,0.984689,0.052739,0.0000,0.0000,0.000000,0.0000,0.000000,0.309910,0.000000,0.073000,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.029072,0.000658,0.000000,0.000614,0.001318,0.023954,0.023914
174,0.327854,0.985910,0.052619,0.0000,0.0000,0.000000,0.0000,0.000000,0.311416,0.000000,0.072945,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.035006,0.000661,0.000000,0.000703,0.001406,0.024006,0.023812
175,0.327086,0.984794,0.052070,0.0000,0.0000,0.000000,0.0000,0.000000,0.309881,0.000000,0.072979,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.017293,0.000798,0.000000,0.000721,0.001559,0.025716,0.024298
176,0.335590,0.984549,0.053731,0.0000,0.0000,0.000000,0.0000,0.000000,0.311188,0.000000,0.072938,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008615,0.001012,0.000000,0.001278,0.002138,0.027810,0.024685
177,0.332254,0.984828,0.053201,0.0000,0.0000,0.000000,0.0000,0.000000,0.310190,0.000000,0.072923,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.015581,0.001013,0.000000,0.000923,0.001911,0.025858,0.024176
178,0.325087,0.985421,0.052704,0.0000,0.0000,0.000000,0.0000,0.000000,0.311104,0.000000,0.072847,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.018473,0.000682,0.000000,0.000614,0.001313,0.023735,0.023794
179,0.330619,0.985910,0.053081,0.0000,0.0000,0.000000,0.0000,0.000000,0.310813,0.000000,0.072950,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.031884,0.000642,0.000000,0.000636,0.001305,0.023538,0.023966
180,0.329583,0.984166,0.052717,0.0000,0.0000,0.000000,0.0000,0.000000,0.310319,0.000000,0.072857,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.012941,0.000639,0.000000,0.000610,0.001276,0.023884,0.023921
181,0.325255,0.986258,0.052811,0.0000,0.0000,0.000000,0.0000,0.000000,0.310777,0.000000,0.073021,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.014956,0.000653,0.000000,0.000611,0.001316,0.024003,0.023832
182,0.331246,0.984410,0.052000,0.0000,0.0000,0.000000,0.0000,0.000000,0.310729,0.000000,0.073230,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.017464,0.000654,0.000000,0.000632,0.001328,0.023554,0.023953
183,0.327163,0.984689,0.051335,0.0000,0.0000,0.000000,0.0000,0.000000,0.310566,0.000000,0.073029,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.020119,0.000649,0.000000,0.000613,0.001302,0.023739,0.023993
184,0.329278,0.984061,0.052113,0.0000,0.0000,0.000000,0.0000,0.000000,0.310520,0.000000,0.072981,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009607,0.000647,0.000000,0.000603,0.001267,0.023937,0.023906
185,0.332431,0.984305,0.054395,0.0000,0.0000,0.000000,0.0000,0.000000,0.311631,0.000000,0.072905,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.027814,0.000659,0.000000,0.000621,0.001314,0.023823,0.023884
186,0.327481,0.985665,0.052475,0.0000,0.0000,0.000000,0.0000,0.000000,0.309946,0.000000,0.072963,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009314,0.000805,0.000000,0.000625,0.001506,0.024984,0.024070
187,0.326681,0.985282,0.053999,0.0000,0.0000,0.000000,0.0000,0.000000,0.310209,0.000000,0.073051,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004139,0.001482,0.000000,0.001223,0.002377,0.027123,0.024688
188,0.325199,0.984270,0.052056,0.0000,0.0000,0.000000,0.0000,0.000000,0.310274,0.000000,0.073124,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.021037,0.001224,0.000000,0.001283,0.002200,0.027471,0.024446
189,0.320608,0.985212,0.050559,0.0000,0.0000,0.000000,0.0000,0.000000,0.310037,0.000000,0.073077,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.014124,0.000708,0.000000,0.000690,0.001451,0.023980,0.023933
190,0.328064,0.984375,0.053319,0.0000,0.0000,0.000000,0.0000,0.000000,0.309317,0.000000,0.072896,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004089,0.000628,0.000000,0.000608,0.001263,0.023653,0.023877
191,0.322328,0.985003,0.050951,0.0000,0.0000,0.000000,0.0000,0.000000,0.312413,0.000000,0.073030,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009371,0.000651,0.000000,0.000647,0.001340,0.023697,0.023912
192,0.319087,0.985177,0.050603,0.0000,0.0000,0.000000,0.0000,0.000000,0.309885,0.000000,0.073186,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009836,0.000669,0.000000,0.000612,0.001317,0.024212,0.023842
193,0.317411,0.985107,0.051185,0.0000,0.0000,0.000000,0.0000,0.000000,0.310175,0.000000,0.073023,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.010612,0.000636,0.000000,0.000655,0.001352,0.023799,0.023864
194,0.317034,0.985596,0.049925,0.0000,0.0000,0.000000,0.0000,0.000000,0.311783,0.000000,0.073024,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.016389,0.000637,0.000000,0.000607,0.001271,0.023724,0.023874
195,0.321406,0.984759,0.051189,0.0000,0.0000,0.000000,0.0000,0.000000,0.309764,0.000000,0.073087,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.016746,0.000660,0.000000,0.000615,0.001320,0.023927,0.023929
196,0.321508,0.984933,0.052202,0.0000,0.0000,0.000000,0.0000,0.000000,0.310680,0.000000,0.073089,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.017561,0.000677,0.000000,0.000664,0.001389,0.023775,0.024095
197,0.319070,0.985038,0.050494,0.0000,0.0000,0.000000,0.0000,0.000000,0.309677,0.000000,0.072939,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004630,0.000648,0.000000,0.000615,0.001301,0.023937,0.023899
198,0.321874,0.984933,0.051248,0.0000,0.0000,0.000000,0.0000,0.000000,0.309951,0.000000,0.073002,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.045584,0.000827,0.000000,0.001258,0.002641,0.027364,0.024417
199,0.322133,0.984480,0.050269,0.0000,0.0000,0.000000,0.0000,0.000000,0.309703,0.000000,0.073011,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009637,0.001424,0.000000,0.001615,0.003042,0.028627,0.024469
200,0.318911,0.985003,0.048852,0.0000,0.0000,0.000000,0.0000,0.000000,0.310044,0.000000,0.073039,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.018280,0.000664,0.000000,0.000758,0.001462,0.023667,0.023927
201,0.318248,0.984828,0.050051,0.0000,0.0000,0.000000,0.0000,0.000000,0.310503,0.000000,0.072950,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005530,0.000648,0.000000,0.000615,0.001312,0.024047,0.023855
202,0.321260,0.983991,0.050408,0.0000,0.0000,0.000000,0.0000,0.000000,0.310688,0.000000,0.072996,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004225,0.000654,0.000000,0.000624,0.001284,0.023775,0.023825
203,0.324515,0.983538,0.050323,0.0000,0.0000,0.000000,0.0000,0.000000,0.309930,0.000000,0.072951,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008854,0.000650,0.000000,0.000613,0.001318,0.023818,0.023934
204,0.319950,0.984375,0.050138,0.0000,0.0000,0.000000,0.0000,0.000000,0.309991,0.000000,0.073204,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006545,0.000713,0.000000,0.000706,0.001443,0.023744,0.023777
205,0.317659,0.986049,0.051311,0.0000,0.0000,0.000000,0.0000,0.000000,0.310553,0.000000,0.073099,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007044,0.000642,0.000000,0.000618,0.001296,0.023664,0.023824
206,0.321036,0.984863,0.050910,0.0000,0.0000,0.000000,0.0000,0.000000,0.309992,0.000000,0.073141,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.011330,0.000636,0.000000,0.000600,0.001266,0.023964,0.023835
207,0.319163,0.985107,0.051028,0.0000,0.0000,0.000000,0.0000,0.000000,0.311166,0.000000,0.073063,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.027049,0.000654,0.000000,0.000685,0.001372,0.023907,0.023811
208,0.317898,0.985038,0.050873,0.0000,0.0000,0.000000,0.0000,0.000000,0.311626,0.000000,0.073026,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004785,0.000645,0.000000,0.000629,0.001313,0.023739,0.023886
209,0.320229,0.985212,0.050317,0.0000,0.0000,0.000000,0.0000,0.000000,0.310580,0.000000,0.072887,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007072,0.000787,0.000000,0.001044,0.002444,0.026941,0.024335
210,0.317617,0.985247,0.050291,0.0000,0.0000,0.000000,0.0000,0.000000,0.310115,0.000000,0.073087,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004087,0.001422,0.000000,0.001773,0.002997,0.029323,0.024375
211,0.320251,0.985142,0.050616,0.0000,0.0000,0.000000,0.0000,0.000000,0.311721,0.000000,0.073183,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.013155,0.001070,0.000000,0.000850,0.001728,0.025600,0.024231
212,0.320674,0.984201,0.051028,0.0000,0.0000,0.000000,0.0000,0.000000,0.310879,0.000000,0.072999,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.008267,0.000659,0.000000,0.000616,0.001309,0.023655,0.023819
213,0.320547,0.984968,0.050997,0.0000,0.0000,0.000000,0.0000,0.000000,0.309613,0.000000,0.073126,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.019879,0.000652,0.000000,0.000605,0.001290,0.024178,0.023910
214,0.315391,0.986154,0.049325,0.0000,0.0000,0.000000,0.0000,0.000000,0.309584,0.000000,0.073161,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007476,0.000648,0.000000,0.000620,0.001294,0.023461,0.023869
215,0.318053,0.984235,0.049663,0.0000,0.0000,0.000000,0.0000,0.000000,0.310806,0.000000,0.073014,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007602,0.000652,0.000000,0.000639,0.001451,0.024133,0.024017
216,0.317797,0.985003,0.049715,0.0000,0.0000,0.000000,0.0000,0.000000,0.311676,0.000000,0.073207,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009625,0.000641,0.000000,0.000626,0.001298,0.023494,0.023855
217,0.320543,0.984968,0.050757,0.0000,0.0000,0.000000,0.0000,0.000000,0.309373,0.000000,0.073033,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.022984,0.000753,0.000000,0.000691,0.001487,0.024591,0.024059
218,0.320141,0.984689,0.048538,0.0000,0.0000,0.000000,0.0000,0.000000,0.309530,0.000000,0.073048,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.003475,0.000749,0.000000,0.000621,0.001327,0.023761,0.023921
219,0.316570,0.986258,0.049425,0.0000,0.0000,0.000000,0.0000,0.000000,0.309771,0.000000,0.073060,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.005970,0.000665,0.000000,0.000628,0.001337,0.023838,0.023962
220,0.321810,0.984305,0.050345,0.0000,0.0000,0.000000,0.0000,0.000000,0.310592,0.000000,0.073076,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006074,0.001053,0.000000,0.000900,0.001697,0.025510,0.024170
221,0.316822,0.983991,0.050452,0.0000,0.0000,0.000000,0.0000,0.000000,0.310077,0.000000,0.073138,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009594,0.001256,0.000000,0.001316,0.002412,0.026982,0.024308
222,0.316715,0.984410,0.048606,0.0000,0.0000,0.000000,0.0000,0.000000,0.310549,0.000000,0.073052,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.006778,0.001295,0.000000,0.001109,0.002096,0.027125,0.024324
223,0.317916,0.983852,0.050020,0.0000,0.0000,0.000000,0.0000,0.000000,0.310104,0.000000,0.073101,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.011191,0.000680,0.000000,0.000676,0.001407,0.023762,0.023898
224,0.316934,0.985910,0.049898,0.0000,0.0000,0.000000,0.0000,0.000000,0.310439,0.000000,0.073138,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.013158,0.000657,0.000000,0.000633,0.001342,0.023860,0.023797
225,0.319131,0.985073,0.049116,0.0000,0.0000,0.000000,0.0000,0.000000,0.311484,0.000000,0.072863,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.022451,0.000678,0.000000,0.000694,0.001466,0.023861,0.023746
226,0.322963,0.985317,0.051562,0.0000,0.0000,0.000000,0.0000,0.000000,0.310235,0.000000,0.072872,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.007656,0.000667,0.000000,0.000644,0.001353,0.023750,0.023961
227,0.314451,0.986537,0.050354,0.0000,0.0000,0.000000,0.0000,0.000000,0.310516,0.000000,0.072896,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.042192,0.000684,0.000000,0.000641,0.001370,0.023946,0.023991
228,0.316756,0.986328,0.049452,0.0000,0.0000,0.000000,0.0000,0.000000,0.310322,0.000000,0.073021,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.009829,0.000667,0.000000,0.000638,0.001319,0.023706,0.023797
229,0.318489,0.984480,0.049591,0.0000,0.0000,0.000000,0.0000,0.000000,0.310246,0.000000,0.073005,2.300000,0.750000,0.650000,0.035000,4,0.350000,0.004043,0.000668,0.000000,0.000634,0.001382,0.023826,0.023887
