epoch,loss,g_pos,g_neg,hallucinate_ratio,gate_ratio,hall_hardness,hall_close_ratio,energy_penalty,risk_loss,dist_forward_loss,goodness_target_used,neg_mix_end_used,neg_gate_margin_used,hall_lr_used,hall_steps_used,hall_node_fraction_used
29,1.959224,5.546351,1.865197,0.0000,0.0000,0.000000,0.0000,0.723301,0.308651,0.194751,2.967163,0.100000,0.950000,0.041648,10,0.360000
30,1.935321,5.483974,1.816402,0.0000,0.0000,0.000000,0.0000,0.709990,0.309359,0.205156,2.967163,0.100000,0.950000,0.042550,10,0.366667
31,1.905832,5.636327,1.810589,0.0000,0.0000,0.000000,0.0000,0.730348,0.309613,0.186566,2.967163,0.100000,0.950000,0.043452,11,0.373333
32,1.884931,5.667234,1.730377,0.0000,0.0000,0.000000,0.0000,0.699625,0.308144,0.192581,2.967163,0.100000,0.950000,0.044354,11,0.380000
33,1.865875,5.720327,1.758363,0.0000,0.0000,0.000000,0.0000,0.708703,0.308312,0.164703,2.967163,0.100000,0.950000,0.045256,11,0.386667
34,1.839605,5.775104,1.713043,0.0000,0.0000,0.000000,0.0000,0.706582,0.308360,0.165320,2.967163,0.100000,0.950000,0.046158,12,0.393333
35,1.814587,5.851128,1.681744,0.0000,0.0000,0.000000,0.0000,0.701578,0.307006,0.158182,2.967163,0.100000,0.950000,0.047060,12,0.400000
36,1.796093,5.901734,1.674175,0.0000,0.0000,0.000000,0.0000,0.701945,0.307407,0.164118,2.967163,0.100000,0.950000,0.047060,12,0.400000
37,1.774270,6.062143,1.664100,0.0000,0.0000,0.000000,0.0000,0.709196,0.308759,0.135075,2.967163,0.100000,0.950000,0.047060,12,0.400000
38,1.754148,6.090417,1.625999,0.0000,0.0000,0.000000,0.0000,0.687211,0.307686,0.144596,2.967163,0.100000,0.950000,0.047060,12,0.400000
39,1.744823,6.197286,1.664636,0.0000,0.0000,0.000000,0.0000,0.727056,0.307086,0.143277,2.967163,0.100000,0.950000,0.047060,12,0.400000
40,1.725802,6.092437,1.568188,0.0000,0.0000,0.000000,0.0000,0.679952,0.306769,0.127460,2.967163,0.100000,0.950000,0.047060,12,0.400000
41,1.707171,6.300605,1.605722,0.0000,0.0000,0.000000,0.0000,0.700310,0.306543,0.121955,2.967163,0.100000,0.950000,0.047060,12,0.400000
42,1.701201,6.391176,1.622528,0.0000,0.0000,0.000000,0.0000,0.705272,0.307983,0.125384,2.967163,0.100000,0.950000,0.047060,12,0.400000
43,1.679109,6.320119,1.559610,0.0000,0.0000,0.000000,0.0000,0.683174,0.307267,0.128354,2.967163,0.100000,0.950000,0.047060,12,0.400000
44,1.682551,6.408810,1.585812,0.0000,0.0000,0.000000,0.0000,0.680206,0.306115,0.123386,2.967163,0.100000,0.950000,0.047060,12,0.400000
45,1.667865,6.416385,1.590531,0.0000,0.0000,0.000000,0.0000,0.696633,0.305808,0.102886,2.967163,0.100000,0.950000,0.047060,12,0.400000
46,1.653808,6.392728,1.547853,0.0000,0.0000,0.000000,0.0000,0.678766,0.305909,0.108119,2.967163,0.100000,0.950000,0.047060,12,0.400000
47,1.649152,6.569514,1.574319,0.0000,0.0000,0.000000,0.0000,0.695300,0.305113,0.112346,2.967163,0.100000,0.950000,0.047060,12,0.400000
48,1.627394,6.506264,1.538272,0.0000,0.0000,0.000000,0.0000,0.669615,0.306173,0.104459,2.967163,0.100000,0.950000,0.047060,12,0.400000
49,1.617366,6.633198,1.559315,0.0000,0.0000,0.000000,0.0000,0.692854,0.305196,0.097508,2.967163,0.100000,0.950000,0.047060,12,0.400000
50,1.609033,6.587311,1.523610,0.0000,0.0000,0.000000,0.0000,0.666394,0.306161,0.099669,2.967163,0.100000,0.950000,0.047060,12,0.400000
51,1.600514,6.662464,1.535747,0.0000,0.0000,0.000000,0.0000,0.678883,0.306636,0.079466,2.967163,0.100000,0.950000,0.047060,12,0.400000
52,1.592226,6.649237,1.521883,0.0000,0.0000,0.000000,0.0000,0.668311,0.304988,0.080366,2.967163,0.100000,0.950000,0.047060,12,0.400000
53,1.582201,6.704935,1.540484,0.0000,0.0000,0.000000,0.0000,0.683955,0.306259,0.086466,2.967163,0.100000,0.950000,0.047060,12,0.400000
54,1.571814,6.702648,1.500637,0.0000,0.0000,0.000000,0.0000,0.654745,0.305412,0.076276,2.967163,0.100000,0.950000,0.047060,12,0.400000
55,1.566853,6.783578,1.518678,0.0000,0.0000,0.000000,0.0000,0.662809,0.305369,0.083761,2.967163,0.100000,0.950000,0.047060,12,0.400000
56,1.549293,6.727020,1.489255,0.0000,0.0000,0.000000,0.0000,0.655059,0.305010,0.083707,2.967163,0.100000,0.950000,0.047060,12,0.400000
57,1.540274,6.911157,1.498844,0.0000,0.0000,0.000000,0.0000,0.665390,0.306071,0.082248,2.967163,0.100000,0.950000,0.047060,12,0.400000
58,1.533821,6.847486,1.475569,0.0000,0.0000,0.000000,0.0000,0.648169,0.304606,0.074592,2.967163,0.100000,0.950000,0.047060,12,0.400000
59,1.525267,6.955717,1.492861,0.0000,0.0000,0.000000,0.0000,0.653187,0.305654,0.081182,2.967163,0.100000,0.950000,0.047060,12,0.400000
60,1.515236,6.892090,1.476552,0.0000,0.0000,0.000000,0.0000,0.649698,0.305534,0.064633,2.967163,0.100000,0.950000,0.047060,12,0.400000
61,1.506894,6.914220,1.465440,0.0000,0.0000,0.000000,0.0000,0.653173,0.304347,0.064971,2.967163,0.100000,0.950000,0.047060,12,0.400000
62,1.502227,6.977096,1.461759,0.0000,0.0000,0.000000,0.0000,0.644357,0.304807,0.076356,2.967163,0.100000,0.950000,0.047060,12,0.400000
63,1.484336,7.017110,1.455021,0.0000,0.0000,0.000000,0.0000,0.648957,0.305478,0.059674,2.967163,0.100000,0.950000,0.047060,12,0.400000
64,1.483083,7.073868,1.458090,0.0000,0.0000,0.000000,0.0000,0.640598,0.305390,0.061825,2.967163,0.100000,0.950000,0.047060,12,0.400000
65,1.474246,7.019103,1.443669,0.0000,0.0000,0.000000,0.0000,0.636032,0.304896,0.059890,2.967163,0.100000,0.950000,0.047060,12,0.400000
66,1.462512,7.123293,1.439009,0.0000,0.0000,0.000000,0.0000,0.640027,0.303042,0.057917,2.967163,0.100000,0.950000,0.047060,12,0.400000
67,1.455086,7.131406,1.425930,0.0000,0.0000,0.000000,0.0000,0.631297,0.304181,0.055692,2.967163,0.100000,0.950000,0.047060,12,0.400000
68,1.440958,7.230185,1.428061,0.0000,0.0000,0.000000,0.0000,0.631275,0.304435,0.053092,2.967163,0.100000,0.950000,0.047060,12,0.400000
69,1.434345,7.204556,1.420043,0.0000,0.0000,0.000000,0.0000,0.638908,0.303711,0.057511,2.967163,0.100000,0.950000,0.047060,12,0.400000
70,1.435467,7.197355,1.424883,0.0000,0.0000,0.000000,0.0000,0.631392,0.304590,0.057762,2.967163,0.100000,0.950000,0.047060,12,0.400000
71,1.429493,7.221118,1.414214,0.0000,0.0000,0.000000,0.0000,0.630819,0.303832,0.053065,2.967163,0.100000,0.950000,0.047060,12,0.400000
72,1.413858,7.295405,1.415904,0.0000,0.0000,0.000000,0.0000,0.634726,0.303692,0.054406,2.967163,0.100000,0.950000,0.047060,12,0.400000
73,1.420520,7.279095,1.404516,0.0000,0.0000,0.000000,0.0000,0.617307,0.303896,0.052919,2.967163,0.100000,0.950000,0.047060,12,0.400000
74,1.409399,7.221564,1.387312,0.0000,0.0000,0.000000,0.0000,0.624829,0.303763,0.044996,2.967163,0.100000,0.950000,0.047060,12,0.400000
75,1.397523,7.340725,1.395890,0.0000,0.0000,0.000000,0.0000,0.624358,0.303382,0.040147,2.967163,0.100000,0.950000,0.047060,12,0.400000
76,1.392867,7.401809,1.388919,0.0000,0.0000,0.000000,0.0000,0.631432,0.303972,0.049729,2.967163,0.100000,0.950000,0.047060,12,0.400000
77,1.390669,7.429341,1.387245,0.0000,0.0000,0.000000,0.0000,0.625774,0.303216,0.046391,2.967163,0.100000,0.950000,0.047060,12,0.400000
78,1.384048,7.452190,1.374356,0.0000,0.0000,0.000000,0.0000,0.617779,0.303018,0.041360,2.967163,0.100000,0.950000,0.047060,12,0.400000
79,1.375834,7.382306,1.360481,0.0000,0.0000,0.000000,0.0000,0.614931,0.304000,0.048195,2.967163,0.100000,0.950000,0.047060,12,0.400000
80,1.368673,7.524085,1.373492,0.0000,0.0000,0.000000,0.0000,0.630030,0.302988,0.042177,2.967163,0.100000,0.950000,0.047060,12,0.400000
81,1.364183,7.482289,1.359917,0.0000,0.0000,0.000000,0.0000,0.616698,0.304173,0.045100,2.967163,0.100000,0.950000,0.047060,12,0.400000
82,1.357945,7.526034,1.353669,0.0000,0.0000,0.000000,0.0000,0.623315,0.302196,0.042050,2.967163,0.100000,0.950000,0.047060,12,0.400000
83,1.349558,7.531965,1.337563,0.0000,0.0000,0.000000,0.0000,0.615177,0.302170,0.038006,2.967163,0.100000,0.950000,0.047060,12,0.400000
84,1.351623,7.652373,1.360212,0.0000,0.0000,0.000000,0.0000,0.619978,0.302750,0.044964,2.967163,0.100000,0.950000,0.047060,12,0.400000
85,1.340951,7.566854,1.314885,0.0000,0.0000,0.000000,0.0000,0.603432,0.302768,0.039636,2.967163,0.100000,0.950000,0.047060,12,0.400000
86,1.332521,7.661997,1.327948,0.0000,0.0000,0.000000,0.0000,0.613689,0.303467,0.045106,2.967163,0.100000,0.950000,0.047060,12,0.400000
87,1.333434,7.747309,1.342589,0.0000,0.0000,0.000000,0.0000,0.612323,0.303263,0.034005,2.967163,0.100000,0.950000,0.047060,12,0.400000
88,1.324317,7.662587,1.321892,0.0000,0.0000,0.000000,0.0000,0.616359,0.304206,0.031219,2.967163,0.100000,0.950000,0.047060,12,0.400000
89,1.325554,7.753488,1.332320,0.0000,0.0000,0.000000,0.0000,0.613042,0.302290,0.049736,2.967163,0.100000,0.950000,0.047060,12,0.400000
90,1.308771,7.782372,1.305770,0.0000,0.0000,0.000000,0.0000,0.612213,0.302733,0.033883,2.967163,0.100000,0.950000,0.047060,12,0.400000
91,1.317678,7.716477,1.298263,0.0000,0.0000,0.000000,0.0000,0.602868,0.301907,0.044618,2.967163,0.100000,0.950000,0.047060,12,0.400000
92,1.305854,7.830811,1.324619,0.0000,0.0000,0.000000,0.0000,0.626761,0.301755,0.024386,2.967163,0.100000,0.950000,0.047060,12,0.400000
93,1.301494,7.756758,1.297736,0.0000,0.0000,0.000000,0.0000,0.609924,0.301963,0.036161,2.967163,0.100000,0.950000,0.047060,12,0.400000
94,1.297723,7.869716,1.302977,0.0000,0.0000,0.000000,0.0000,0.617254,0.302572,0.040611,2.967163,0.100000,0.950000,0.047060,12,0.400000
95,1.297105,7.777696,1.283209,0.0000,0.0000,0.000000,0.0000,0.609790,0.300920,0.029240,2.967163,0.100000,0.950000,0.047060,12,0.400000
96,1.287517,7.965652,1.289224,0.0000,0.0000,0.000000,0.0000,0.606400,0.300310,0.029921,2.967163,0.100000,0.950000,0.047060,12,0.400000
97,1.277679,7.944877,1.285382,0.0000,0.0000,0.000000,0.0000,0.621504,0.301342,0.032786,2.967163,0.100000,0.950000,0.047060,12,0.400000
98,1.275851,7.978905,1.250140,0.0000,0.0000,0.000000,0.0000,0.594884,0.301385,0.038285,2.967163,0.100000,0.950000,0.047060,12,0.400000
99,1.274346,8.103886,1.275991,0.0000,0.0000,0.000000,0.0000,0.605448,0.301173,0.030608,2.967163,0.100000,0.950000,0.047060,12,0.400000
100,1.270805,8.079863,1.291909,0.0000,0.0000,0.000000,0.0000,0.617550,0.300614,0.031286,2.967163,0.100000,0.950000,0.047060,12,0.400000
101,1.269970,7.999424,1.260830,0.0000,0.0000,0.000000,0.0000,0.600228,0.301289,0.025640,2.967163,0.100000,0.950000,0.047060,12,0.400000
102,1.253975,8.107490,1.249904,0.0000,0.0000,0.000000,0.0000,0.608580,0.300656,0.026151,2.967163,0.100000,0.950000,0.047060,12,0.400000
103,1.261048,8.080634,1.253386,0.0000,0.0000,0.000000,0.0000,0.603470,0.300823,0.031595,2.967163,0.100000,0.950000,0.047060,12,0.400000
104,1.257227,8.065718,1.250085,0.0000,0.0000,0.000000,0.0000,0.610837,0.300400,0.025434,2.967163,0.100000,0.950000,0.047060,12,0.400000
105,1.250439,8.174074,1.230985,0.0000,0.0000,0.000000,0.0000,0.600728,0.300027,0.024990,2.967163,0.100000,0.950000,0.047060,12,0.400000
106,1.249414,8.297847,1.252548,0.0000,0.0000,0.000000,0.0000,0.619918,0.300270,0.027352,2.967163,0.100000,0.950000,0.047060,12,0.400000
107,1.249237,8.198698,1.228322,0.0000,0.0000,0.000000,0.0000,0.597700,0.299592,0.031633,2.967163,0.100000,0.950000,0.047060,12,0.400000
108,1.239170,8.299626,1.221070,0.0000,0.0000,0.000000,0.0000,0.597572,0.299789,0.027360,2.967163,0.100000,0.950000,0.047060,12,0.400000
109,1.240240,8.401083,1.248498,0.0000,0.0000,0.000000,0.0000,0.617491,0.299600,0.020938,2.967163,0.100000,0.950000,0.047060,12,0.400000
110,1.236977,8.316740,1.213464,0.0000,0.0000,0.000000,0.0000,0.598128,0.300129,0.024587,2.967163,0.100000,0.950000,0.047060,12,0.400000
111,1.227497,8.286665,1.193692,0.0000,0.0000,0.000000,0.0000,0.598064,0.299959,0.025204,2.967163,0.100000,0.950000,0.047060,12,0.400000
112,1.235988,8.513465,1.243742,0.0000,0.0000,0.000000,0.0000,0.621705,0.299435,0.025804,2.967163,0.100000,0.950000,0.047060,12,0.400000
113,1.222696,8.327255,1.187583,0.0000,0.0000,0.000000,0.0000,0.595865,0.300331,0.022464,2.967163,0.100000,0.950000,0.047060,12,0.400000
114,1.224970,8.520652,1.218787,0.0000,0.0000,0.000000,0.0000,0.613425,0.298682,0.020343,2.967163,0.100000,0.950000,0.047060,12,0.400000
115,1.220707,8.374803,1.181208,0.0000,0.0000,0.000000,0.0000,0.594206,0.299674,0.018709,2.967163,0.100000,0.950000,0.047060,12,0.400000
116,1.218989,8.522597,1.191673,0.0000,0.0000,0.000000,0.0000,0.595111,0.299101,0.020865,2.967163,0.100000,0.950000,0.047060,12,0.400000
117,1.211235,8.581161,1.185717,0.0000,0.0000,0.000000,0.0000,0.602107,0.298498,0.020125,2.967163,0.100000,0.950000,0.047060,12,0.400000
118,1.209325,8.589025,1.175584,0.0000,0.0000,0.000000,0.0000,0.595086,0.299503,0.023503,2.967163,0.100000,0.950000,0.047060,12,0.400000
119,1.206965,8.653380,1.202589,0.0000,0.0000,0.000000,0.0000,0.619780,0.299266,0.022248,2.967163,0.100000,0.950000,0.047060,12,0.400000
120,1.208118,8.599888,1.167203,0.0000,0.0000,0.000000,0.0000,0.598599,0.299477,0.028327,2.967163,0.100000,0.950000,0.047060,12,0.400000
121,1.202176,8.598941,1.157798,0.0000,0.0000,0.000000,0.0000,0.597133,0.300571,0.018677,2.967163,0.100000,0.950000,0.047060,12,0.400000
122,1.199445,8.835987,1.176187,0.0000,0.0000,0.000000,0.0000,0.603563,0.299095,0.025501,2.967163,0.100000,0.950000,0.047060,12,0.400000
123,1.197991,8.803358,1.178187,0.0000,0.0000,0.000000,0.0000,0.606342,0.298553,0.022772,2.967163,0.100000,0.950000,0.047060,12,0.400000
124,1.199507,8.622870,1.147729,0.0000,0.0000,0.000000,0.0000,0.590247,0.298483,0.020519,2.967163,0.100000,0.950000,0.047060,12,0.400000
125,1.187881,8.765231,1.168084,0.0000,0.0000,0.000000,0.0000,0.614198,0.297851,0.019444,2.967163,0.100000,0.950000,0.047060,12,0.400000
126,1.186552,8.811019,1.138875,0.0000,0.0000,0.000000,0.0000,0.595542,0.296988,0.024661,2.967163,0.100000,0.950000,0.047060,12,0.400000
127,1.193711,8.842487,1.158504,0.0000,0.0000,0.000000,0.0000,0.601264,0.297689,0.017780,2.967163,0.100000,0.950000,0.047060,12,0.400000
128,1.184327,8.784785,1.130708,0.0000,0.0000,0.000000,0.0000,0.597826,0.297736,0.025240,2.967163,0.100000,0.950000,0.047060,12,0.400000
129,1.178980,8.997246,1.140182,0.0000,0.0000,0.000000,0.0000,0.599159,0.297482,0.018989,2.967163,0.100000,0.950000,0.047060,12,0.400000
130,1.183913,8.884770,1.142032,0.0000,0.0000,0.000000,0.0000,0.601158,0.296949,0.017093,2.967163,0.100000,0.950000,0.047060,12,0.400000
131,1.179467,9.053182,1.152995,0.0000,0.0000,0.000000,0.0000,0.610720,0.297393,0.018748,2.967163,0.100000,0.950000,0.047060,12,0.400000
132,1.176396,8.888279,1.109558,0.0000,0.0000,0.000000,0.0000,0.587388,0.297429,0.018697,2.967163,0.100000,0.950000,0.047060,12,0.400000
133,1.173630,9.096419,1.128356,0.0000,0.0000,0.000000,0.0000,0.599130,0.298329,0.015416,2.967163,0.100000,0.950000,0.047060,12,0.400000
134,1.174198,9.042466,1.127019,0.0000,0.0000,0.000000,0.0000,0.611303,0.296826,0.020865,2.967163,0.100000,0.950000,0.047060,12,0.400000
135,1.167789,9.068741,1.099984,0.0000,0.0000,0.000000,0.0000,0.597746,0.296516,0.014186,2.967163,0.100000,0.950000,0.047060,12,0.400000
136,1.167694,9.278017,1.132242,0.0000,0.0000,0.000000,0.0000,0.610884,0.295829,0.022047,2.967163,0.100000,0.950000,0.047060,12,0.400000
137,1.170286,9.013878,1.093908,0.0000,0.0000,0.000000,0.0000,0.585779,0.296569,0.020120,2.967163,0.100000,0.950000,0.047060,12,0.400000
138,1.156069,9.326337,1.110984,0.0000,0.0000,0.000000,0.0000,0.597970,0.296514,0.019825,2.967163,0.100000,0.950000,0.047060,12,0.400000
139,1.166498,9.185265,1.107128,0.0000,0.0000,0.000000,0.0000,0.602608,0.298233,0.018740,2.967163,0.100000,0.950000,0.047060,12,0.400000
140,1.156025,9.255439,1.096111,0.0000,0.0000,0.000000,0.0000,0.601796,0.296579,0.019368,2.967163,0.100000,0.950000,0.047060,12,0.400000
141,1.155386,9.216240,1.090438,0.0000,0.0000,0.000000,0.0000,0.598246,0.296362,0.011974,2.967163,0.100000,0.950000,0.047060,12,0.400000
142,1.152434,9.348082,1.105307,0.0000,0.0000,0.000000,0.0000,0.613934,0.297134,0.018433,2.967163,0.100000,0.950000,0.047060,12,0.400000
143,1.157115,9.184761,1.059149,0.0000,0.0000,0.000000,0.0000,0.576823,0.296180,0.015627,2.967163,0.100000,0.950000,0.047060,12,0.400000
144,1.157577,9.522420,1.131719,0.0000,0.0000,0.000000,0.0000,0.630015,0.296169,0.019750,2.967163,0.100000,0.950000,0.047060,12,0.400000
145,1.142881,9.300345,1.049166,0.0000,0.0000,0.000000,0.0000,0.582542,0.295038,0.014447,2.967163,0.100000,0.950000,0.047060,12,0.400000
146,1.151827,9.435175,1.079439,0.0000,0.0000,0.000000,0.0000,0.599724,0.295369,0.017523,2.967163,0.100000,0.950000,0.047060,12,0.400000
147,1.150206,9.426390,1.082915,0.0000,0.0000,0.000000,0.0000,0.606086,0.296565,0.015402,2.967163,0.100000,0.950000,0.047060,12,0.400000
148,1.151831,9.431132,1.076088,0.0000,0.0000,0.000000,0.0000,0.594287,0.295599,0.023435,2.967163,0.100000,0.950000,0.047060,12,0.400000
149,1.141940,9.548529,1.061237,0.0000,0.0000,0.000000,0.0000,0.593085,0.295393,0.012667,2.967163,0.100000,0.950000,0.047060,12,0.400000
150,1.141837,9.636544,1.085770,0.0000,0.0000,0.000000,0.0000,0.615216,0.295722,0.018464,2.967163,0.100000,0.950000,0.047060,12,0.400000
151,1.139668,9.518129,1.046968,0.0000,0.0000,0.000000,0.0000,0.595365,0.294709,0.013654,2.967163,0.100000,0.950000,0.047060,12,0.400000
152,1.135906,9.684879,1.064949,0.0000,0.0000,0.000000,0.0000,0.604322,0.294102,0.013514,2.967163,0.100000,0.950000,0.047060,12,0.400000
153,1.138208,9.706764,1.062562,0.0000,0.0000,0.000000,0.0000,0.599283,0.295396,0.012263,2.967163,0.100000,0.950000,0.047060,12,0.400000
154,1.140288,9.703341,1.067093,0.0000,0.0000,0.000000,0.0000,0.606054,0.295248,0.011296,2.967163,0.100000,0.950000,0.047060,12,0.400000
155,1.134913,9.667569,1.053046,0.0000,0.0000,0.000000,0.0000,0.603278,0.294397,0.014518,2.967163,0.100000,0.950000,0.047060,12,0.400000
156,1.131353,9.644480,1.021994,0.0000,0.0000,0.000000,0.0000,0.585859,0.294969,0.012690,2.967163,0.100000,0.950000,0.047060,12,0.400000
157,1.129343,10.040060,1.066419,0.0000,0.0000,0.000000,0.0000,0.624561,0.294735,0.019722,2.967163,0.100000,0.950000,0.047060,12,0.400000
158,1.127751,9.792744,1.030248,0.0000,0.0000,0.000000,0.0000,0.597578,0.294022,0.016179,2.967163,0.100000,0.950000,0.047060,12,0.400000
159,1.121730,9.763019,1.036207,0.0000,0.0000,0.000000,0.0000,0.604822,0.294138,0.015162,2.967163,0.100000,0.950000,0.047060,12,0.400000
160,1.131264,9.735499,1.023405,0.0000,0.0000,0.000000,0.0000,0.590563,0.293017,0.014341,2.967163,0.100000,0.950000,0.047060,12,0.400000
161,1.130133,10.123894,1.062869,0.0000,0.0000,0.000000,0.0000,0.622079,0.292831,0.016025,2.967163,0.100000,0.950000,0.047060,12,0.400000
162,1.123288,9.670168,0.999909,0.0000,0.0000,0.000000,0.0000,0.590123,0.293397,0.014263,2.967163,0.100000,0.950000,0.047060,12,0.400000
163,1.128883,10.018772,1.023420,0.0000,0.0000,0.000000,0.0000,0.596594,0.292624,0.018925,2.967163,0.100000,0.950000,0.047060,12,0.400000
164,1.122523,10.111173,1.041364,0.0000,0.0000,0.000000,0.0000,0.617406,0.293122,0.016420,2.967163,0.100000,0.950000,0.047060,12,0.400000
165,1.115631,9.910581,1.005164,0.0000,0.0000,0.000000,0.0000,0.605380,0.295013,0.016403,2.967163,0.100000,0.950000,0.047060,12,0.400000
166,1.120324,10.256909,1.036289,0.0000,0.0000,0.000000,0.0000,0.610529,0.294461,0.015884,2.967163,0.100000,0.950000,0.047060,12,0.400000
167,1.113255,9.934125,0.994836,0.0000,0.0000,0.000000,0.0000,0.592945,0.293604,0.014088,2.967163,0.100000,0.950000,0.047060,12,0.400000
168,1.109710,10.135730,1.028759,0.0000,0.0000,0.000000,0.0000,0.614828,0.294137,0.017302,2.967163,0.100000,0.950000,0.047060,12,0.400000
169,1.110462,10.030712,1.004449,0.0000,0.0000,0.000000,0.0000,0.603308,0.293304,0.011072,2.967163,0.100000,0.950000,0.047060,12,0.400000
170,1.104934,10.213046,1.007716,0.0000,0.0000,0.000000,0.0000,0.608486,0.293960,0.018524,2.967163,0.100000,0.950000,0.047060,12,0.400000
171,1.112580,10.234819,1.014946,0.0000,0.0000,0.000000,0.0000,0.608519,0.291589,0.014553,2.967163,0.100000,0.950000,0.047060,12,0.400000
172,1.108586,10.174627,0.996748,0.0000,0.0000,0.000000,0.0000,0.598929,0.292263,0.023204,2.967163,0.100000,0.950000,0.047060,12,0.400000
173,1.105190,10.285584,0.994889,0.0000,0.0000,0.000000,0.0000,0.602866,0.292681,0.013915,2.967163,0.100000,0.950000,0.047060,12,0.400000
